FED Date,USD/EUR,3M USD LIBOR,EBR Date,3M EUR LIBOR
2001-10-24,0.8925,2.33000,,
2001-10-25,0.8965,2.31000,,
2001-10-26,0.8921,2.28000,,
2001-10-29,0.9037,2.27000,,
2001-10-30,0.9060,2.23000,,
2001-10-31,0.8993,2.20000,,
2001-11-01,0.9044,2.21000,,
2001-11-02,0.9037,2.20000,,
2001-11-05,0.8963,2.16500,,
2001-11-06,0.8975,2.13500,,
2001-11-07,0.8999,2.00000,,
2001-11-08,0.8910,1.99875,,
2001-11-09,0.8935,2.01625,,
2001-11-12,#N/A,2.02500,,
2001-11-13,0.8811,2.01125,,
2001-11-14,0.8829,2.02125,,
2001-11-15,0.8813,2.10000,,
2001-11-16,0.8849,2.13875,,
2001-11-19,0.8781,2.15000,,
2001-11-20,0.8832,2.11313,,
2001-11-21,0.8781,2.13000,,
2001-11-22,#N/A,2.16250,,
2001-11-23,0.8770,2.15625,,
2001-11-26,0.8811,2.15563,,
2001-11-27,0.8812,2.16750,,
2001-11-28,0.8863,2.09625,,
2001-11-29,0.8879,2.08125,,
2001-11-30,0.8958,2.03188,,
2001-12-03,0.8897,2.00750,,
2001-12-04,0.8898,2.00000,,
2001-12-05,0.8856,1.98125,,
2001-12-06,0.8916,2.02000,,
2001-12-07,0.8905,2.00375,,
2001-12-10,0.8884,1.93000,,
2001-12-11,0.8904,1.90000,,
2001-12-12,0.8945,1.86313,,
2001-12-13,0.8976,1.87000,,
2001-12-14,0.9044,1.89500,,
2001-12-17,0.9040,1.90125,,
2001-12-18,0.9019,1.91000,,
2001-12-19,0.8997,1.90250,,
2001-12-20,0.8972,1.90250,,
2001-12-21,0.8864,1.90000,,
2001-12-24,0.8773,1.90375,,
2001-12-25,#N/A,#N/A,,
2001-12-26,0.8778,#N/A,,
2001-12-27,0.8843,1.90875,,
2001-12-28,0.8822,1.88125,,
2001-12-31,0.8901,1.88125,,
2002-01-01,#N/A,#N/A,,
2002-01-02,0.9031,1.86375,,
2002-01-03,0.8992,1.87563,,
2002-01-04,0.8946,1.87000,,
2002-01-07,0.8931,1.87000,,
2002-01-08,0.8925,1.84250,,
2002-01-09,0.8882,1.84375,,
2002-01-10,0.8925,1.83125,,
2002-01-11,0.8905,1.82688,,
2002-01-14,0.8935,1.72375,,
2002-01-15,0.8913,1.72375,,
2002-01-16,0.8834,1.71563,,
2002-01-17,0.8800,1.74000,,
2002-01-18,0.8844,1.77000,,
2002-01-21,#N/A,1.79625,,
2002-01-22,0.8838,1.80000,,
2002-01-23,0.8836,1.80000,,
2002-01-24,0.8782,1.81000,,
2002-01-25,0.8655,1.87000,,
2002-01-28,0.8605,1.87000,,
2002-01-29,0.8643,1.87000,,
2002-01-30,0.8648,1.86000,,
2002-01-31,0.8594,1.88000,,
2002-02-01,0.8613,1.92000,,
2002-02-04,0.8685,1.90875,,
2002-02-05,0.8672,1.90000,,
2002-02-06,0.8693,1.90000,,
2002-02-07,0.8690,1.90000,,
2002-02-08,0.8727,1.90000,,
2002-02-11,0.8778,1.89250,,
2002-02-12,0.8768,1.89000,,
2002-02-13,0.8730,1.90000,,
2002-02-14,0.8713,1.91000,,
2002-02-15,0.8730,1.91000,,
2002-02-18,#N/A,1.90375,,
2002-02-19,0.8764,1.90125,,
2002-02-20,0.8705,1.90250,,
2002-02-21,0.8712,1.91000,,
2002-02-22,0.8757,1.90125,,
2002-02-25,0.8713,1.90125,,
2002-02-26,0.8682,1.90125,,
2002-02-27,0.8642,1.91125,,
2002-02-28,0.8658,1.90000,,
2002-03-01,0.8652,1.90125,,
2002-03-04,0.8705,1.92000,,
2002-03-05,0.8699,1.92000,,
2002-03-06,0.8772,1.92000,,
2002-03-07,0.8795,1.92125,,
2002-03-08,0.8752,1.96000,,
2002-03-11,0.8768,2.00000,,
2002-03-12,0.8759,2.00000,,
2002-03-13,0.8770,2.00000,,
2002-03-14,0.8816,1.99000,,
2002-03-15,0.8823,2.01000,,
2002-03-18,0.8826,2.01000,,
2002-03-19,0.8805,2.01000,,
2002-03-20,0.8836,1.99375,,
2002-03-21,0.8836,2.01875,,
2002-03-22,0.8791,2.03000,,
2002-03-25,0.8768,2.03750,,
2002-03-26,0.8767,2.04750,,
2002-03-27,0.8726,2.03750,,
2002-03-28,0.8711,2.03000,,
2002-03-29,0.8717,#N/A,,
2002-04-01,0.8806,#N/A,,
2002-04-02,0.8782,2.04000,,
2002-04-03,0.8804,2.02625,,
2002-04-04,0.8779,2.01250,,
2002-04-05,0.8805,2.01000,,
2002-04-08,0.8750,1.98625,,
2002-04-09,0.8793,1.99000,,
2002-04-10,0.8794,1.98000,,
2002-04-11,0.8829,1.98000,,
2002-04-12,0.8792,1.98000,,
2002-04-15,0.8802,1.97000,,
2002-04-16,0.8830,1.97000,,
2002-04-17,0.8885,1.97000,,
2002-04-18,0.8898,1.94875,,
2002-04-19,0.8893,1.94000,,
2002-04-22,0.8877,1.94000,,
2002-04-23,0.8897,1.94000,,
2002-04-24,0.8915,1.94000,,
2002-04-25,0.8978,1.92875,,
2002-04-26,0.8980,1.92125,,
2002-04-29,0.9028,1.91250,,
2002-04-30,0.9002,1.92000,,
2002-05-01,0.9062,1.92000,,
2002-05-02,0.9032,1.92000,,
2002-05-03,0.9133,1.92000,,
2002-05-06,0.9166,#N/A,,
2002-05-07,0.9148,1.90000,,
2002-05-08,0.9040,1.89625,,
2002-05-09,0.9088,1.91500,,
2002-05-10,0.9116,1.90000,,
2002-05-13,0.9107,1.90000,,
2002-05-14,0.9022,1.90000,,
2002-05-15,0.9074,1.92000,,
2002-05-16,0.9105,1.91000,,
2002-05-17,0.9206,1.90250,,
2002-05-20,0.9213,1.90750,,
2002-05-21,0.9191,1.90000,,
2002-05-22,0.9265,1.89625,,
2002-05-23,0.9233,1.90000,,
2002-05-24,0.9220,1.90000,,
2002-05-27,#N/A,1.90000,,
2002-05-28,0.9285,1.90000,,
2002-05-29,0.9313,1.89875,,
2002-05-30,0.9373,1.89750,,
2002-05-31,0.9339,1.89625,,
2002-06-03,0.9390,#N/A,,
2002-06-04,0.9424,#N/A,,
2002-06-05,0.9391,1.89125,,
2002-06-06,0.9457,1.89000,,
2002-06-07,0.9449,1.89000,,
2002-06-10,0.9446,1.89000,,
2002-06-11,0.9445,1.89000,,
2002-06-12,0.9473,1.88688,,
2002-06-13,0.9440,1.88688,,
2002-06-14,0.9448,1.87938,,
2002-06-17,0.9442,1.87875,,
2002-06-18,0.9483,1.88000,,
2002-06-19,0.9544,1.87438,,
2002-06-20,0.9646,1.87000,,
2002-06-21,0.9705,1.87438,,
2002-06-24,0.9786,1.87000,,
2002-06-25,0.9692,1.87000,,
2002-06-26,0.9825,1.85500,,
2002-06-27,0.9885,1.86000,,
2002-06-28,0.9856,1.86000,,
2002-07-01,0.9893,1.86000,,
2002-07-02,0.9840,1.86000,,
2002-07-03,0.9816,1.86000,,
2002-07-04,#N/A,1.86000,,
2002-07-05,0.9730,1.86000,,
2002-07-08,0.9869,1.86000,,
2002-07-09,0.9938,1.86000,,
2002-07-10,0.9890,1.86000,,
2002-07-11,0.9927,1.86000,,
2002-07-12,0.9904,1.86000,,
2002-07-15,1.0072,1.86000,,
2002-07-16,1.0087,1.85500,,
2002-07-17,1.0078,1.86000,,
2002-07-18,1.0067,1.86000,,
2002-07-19,1.0156,1.86000,,
2002-07-22,1.0098,1.85438,,
2002-07-23,0.9933,1.85125,,
2002-07-24,0.9945,1.82000,,
2002-07-25,0.9997,1.82750,,
2002-07-26,0.9882,1.81000,,
2002-07-29,0.9779,1.81000,,
2002-07-30,0.9879,1.82250,,
2002-07-31,0.9796,1.82375,,
2002-08-01,0.9843,1.81250,,
2002-08-02,0.9882,1.80000,,
2002-08-05,0.9846,1.77000,,
2002-08-06,0.9640,1.75750,,
2002-08-07,0.9738,1.76000,,
2002-08-08,0.9653,1.74250,,
2002-08-09,0.9714,1.75250,,
2002-08-12,0.9778,1.75000,,
2002-08-13,0.9787,1.75000,,
2002-08-14,0.9867,1.73313,,
2002-08-15,0.9816,1.75750,,
2002-08-16,0.9836,1.76000,,
2002-08-19,0.9775,1.77000,,
2002-08-20,0.9779,1.77000,,
2002-08-21,0.9796,1.77000,,
2002-08-22,0.9697,1.78000,,
2002-08-23,0.9726,1.79625,,
2002-08-26,0.9731,#N/A,,
2002-08-27,0.9814,1.80000,,
2002-08-28,0.9820,1.82000,,
2002-08-29,0.9829,1.81375,,
2002-08-30,0.9806,1.80625,,
2002-09-02,#N/A,1.80875,,
2002-09-03,0.9959,1.80188,,
2002-09-04,0.9923,1.78250,,
2002-09-05,0.9911,1.78000,,
2002-09-06,0.9843,1.77500,,
2002-09-09,0.9817,1.80125,,
2002-09-10,0.9752,1.81625,,
2002-09-11,0.9724,1.81938,,
2002-09-12,0.9761,1.82625,,
2002-09-13,0.9743,1.82000,,
2002-09-16,0.9723,1.82000,,
2002-09-17,0.9685,1.83000,,
2002-09-18,0.9789,1.82000,,
2002-09-19,0.9817,1.82000,,
2002-09-20,0.9839,1.80000,,
2002-09-23,0.9822,1.79625,,
2002-09-24,0.9815,1.79438,,
2002-09-25,0.9797,1.79063,,
2002-09-26,0.9755,1.79813,,
2002-09-27,0.9772,1.80625,,
2002-09-30,0.9879,1.79000,,
2002-10-01,0.9859,1.76188,,
2002-10-02,0.9842,1.77000,,
2002-10-03,0.9871,1.76000,,
2002-10-04,0.9821,1.76000,,
2002-10-07,0.9816,1.76000,,
2002-10-08,0.9796,1.76563,,
2002-10-09,0.9868,1.77000,,
2002-10-10,0.9861,1.76375,,
2002-10-11,0.9854,1.77500,,
2002-10-14,#N/A,1.78000,,
2002-10-15,0.9810,1.80250,,
2002-10-16,0.9824,1.82250,,
2002-10-17,0.9718,1.84000,,
2002-10-18,0.9708,1.82750,,
2002-10-21,0.9732,1.82625,,
2002-10-22,0.9782,1.84000,,
2002-10-23,0.9772,1.83875,,
2002-10-24,0.9742,1.83000,,
2002-10-25,0.9767,1.82000,,
2002-10-28,0.9843,1.77750,,
2002-10-29,0.9851,1.76000,,
2002-10-30,0.9835,1.70688,,
2002-10-31,0.9881,1.68625,,
2002-11-01,0.9971,1.65875,,
2002-11-04,0.9953,1.63375,,
2002-11-05,0.9994,1.62000,,
2002-11-06,0.9974,1.61000,,
2002-11-07,1.0092,1.39500,,
2002-11-08,1.0139,1.39500,,
2002-11-11,#N/A,1.39750,,
2002-11-12,1.0105,1.40000,,
2002-11-13,1.0060,1.40000,,
2002-11-14,1.0034,1.40500,,
2002-11-15,1.0082,1.42031,,
2002-11-18,1.0083,1.42000,,
2002-11-19,1.0107,1.42000,,
2002-11-20,1.0024,1.42000,,
2002-11-21,0.9984,1.42375,,
2002-11-22,0.9966,1.42625,,
2002-11-25,0.9937,1.43000,,
2002-11-26,0.9913,1.42750,,
2002-11-27,0.9895,1.42000,,
2002-11-28,#N/A,1.42563,,
2002-11-29,0.9932,1.42500,,
2002-12-02,0.9927,1.42250,,
2002-12-03,0.9968,1.42125,,
2002-12-04,0.9999,1.42000,,
2002-12-05,0.9989,1.42000,,
2002-12-06,1.0081,1.42000,,
2002-12-09,1.0088,1.41125,,
2002-12-10,1.0073,1.41000,,
2002-12-11,1.0083,1.41000,,
2002-12-12,1.0189,1.41000,,
2002-12-13,1.0226,1.41000,,
2002-12-16,1.0210,1.41000,,
2002-12-17,1.0267,1.41000,,
2002-12-18,1.0254,1.41000,,
2002-12-19,1.0217,1.40000,,
2002-12-20,1.0268,1.40000,,
2002-12-23,1.0217,1.40000,,
2002-12-24,1.0305,1.40000,,
2002-12-25,#N/A,#N/A,,
2002-12-26,1.0358,#N/A,,
2002-12-27,1.0411,1.40000,,
2002-12-30,1.0460,1.38000,,
2002-12-31,1.0485,1.38000,,
2003-01-01,#N/A,#N/A,,
2003-01-02,1.0361,1.38000,,
2003-01-03,1.0418,1.39000,,
2003-01-06,1.0469,1.38875,,
2003-01-07,1.0419,1.38750,,
2003-01-08,1.0447,1.38000,,
2003-01-09,1.0467,1.38000,,
2003-01-10,1.0535,1.38000,,
2003-01-13,1.0535,1.37563,,
2003-01-14,1.0571,1.37313,,
2003-01-15,1.0576,1.37000,,
2003-01-16,1.0569,1.37000,,
2003-01-17,1.0660,1.36875,,
2003-01-20,#N/A,1.36375,,
2003-01-21,1.0677,1.36250,,
2003-01-22,1.0729,1.36000,,
2003-01-23,1.0767,1.35250,,
2003-01-24,1.0825,1.34938,,
2003-01-27,1.0838,1.34125,,
2003-01-28,1.0833,1.34000,,
2003-01-29,1.0861,1.34000,,
2003-01-30,1.0776,1.35000,,
2003-01-31,1.0739,1.35000,,
2003-02-03,1.0761,1.35000,,
2003-02-04,1.0875,1.35000,,
2003-02-05,1.0842,1.34875,,
2003-02-06,1.0828,1.35000,,
2003-02-07,1.0801,1.35000,,
2003-02-10,1.0740,1.34938,,
2003-02-11,1.0747,1.35000,,
2003-02-12,1.0716,1.34000,,
2003-02-13,1.0834,1.34000,,
2003-02-14,1.0799,1.34000,,
2003-02-17,#N/A,1.34000,,
2003-02-18,1.0708,1.34000,,
2003-02-19,1.0744,1.34000,,
2003-02-20,1.0821,1.34000,,
2003-02-21,1.0787,1.34000,,
2003-02-24,1.0783,1.34000,,
2003-02-25,1.0782,1.34000,,
2003-02-26,1.0797,1.34000,,
2003-02-27,1.0763,1.33875,,
2003-02-28,1.0779,1.34000,,
2003-03-03,1.0835,1.33875,,
2003-03-04,1.0883,1.33063,,
2003-03-05,1.0967,1.32250,,
2003-03-06,1.0997,1.31750,,
2003-03-07,1.1014,1.31469,,
2003-03-10,1.1062,1.26250,,
2003-03-11,1.1028,1.23125,,
2003-03-12,1.1023,1.23000,,
2003-03-13,1.0870,1.25875,,
2003-03-14,1.0725,1.27875,,
2003-03-17,1.0606,1.26063,,
2003-03-18,1.0624,1.27000,,
2003-03-19,1.0590,1.28625,,
2003-03-20,1.0613,1.29000,,
2003-03-21,1.0545,1.29000,,
2003-03-24,1.0644,1.29000,,
2003-03-25,1.0673,1.29000,,
2003-03-26,1.0677,1.29000,,
2003-03-27,1.0708,1.29000,,
2003-03-28,1.0762,1.29000,,
2003-03-31,1.0900,1.27875,,
2003-04-01,1.0904,1.27750,,
2003-04-02,1.0765,1.28000,,
2003-04-03,1.0736,1.27875,,
2003-04-04,1.0711,1.27750,,
2003-04-07,1.0621,1.29000,,
2003-04-08,1.0684,1.29000,,
2003-04-09,1.0722,1.28625,,
2003-04-10,1.0803,1.28000,,
2003-04-11,1.0751,1.28875,,
2003-04-14,1.0773,1.30125,,
2003-04-15,1.0801,1.32000,,
2003-04-16,1.0872,1.32938,,
2003-04-17,1.0907,1.32000,,
2003-04-18,1.0882,#N/A,,
2003-04-21,1.0857,#N/A,,
2003-04-22,1.0966,1.32000,,
2003-04-23,1.0949,1.32000,,
2003-04-24,1.1039,1.32000,,
2003-04-25,1.1040,1.31125,,
2003-04-28,1.0999,1.29875,,
2003-04-29,1.1010,1.31000,,
2003-04-30,1.1180,1.31000,,
2003-05-01,1.1238,1.30000,,
2003-05-02,1.1200,1.29000,,
2003-05-05,1.1271,#N/A,,
2003-05-06,1.1354,1.29000,,
2003-05-07,1.1340,1.28000,,
2003-05-08,1.1453,1.28125,,
2003-05-09,1.1498,1.29000,,
2003-05-12,1.1557,1.29000,,
2003-05-13,1.1499,1.29000,,
2003-05-14,1.1498,1.29000,,
2003-05-15,1.1457,1.29000,,
2003-05-16,1.1542,1.29000,,
2003-05-19,1.1686,1.27875,,
2003-05-20,1.1685,1.28000,,
2003-05-21,1.1707,1.27000,,
2003-05-22,1.1700,1.28000,,
2003-05-23,1.1786,1.28000,,
2003-05-26,#N/A,#N/A,,
2003-05-27,1.1853,1.28000,,
2003-05-28,1.1742,1.28000,,
2003-05-29,1.1835,1.28000,,
2003-05-30,1.1766,1.28000,,
2003-06-02,1.1744,1.28000,,
2003-06-03,1.1702,1.28000,,
2003-06-04,1.1708,1.25750,,
2003-06-05,1.1870,1.24000,,
2003-06-06,1.1695,1.20688,,
2003-06-09,1.1743,1.20000,,
2003-06-10,1.1686,1.18000,,
2003-06-11,1.1764,1.14000,,
2003-06-12,1.1767,1.11875,,
2003-06-13,1.1830,1.08750,,
2003-06-16,1.1843,1.06000,,
2003-06-17,1.1812,1.05500,,
2003-06-18,1.1710,1.06500,,
2003-06-19,1.1678,1.02750,,
2003-06-20,1.1616,1.02000,,
2003-06-23,1.1548,1.01625,,
2003-06-24,1.1498,1.00875,,
2003-06-25,1.1592,1.00000,,
2003-06-26,1.1429,1.10000,,
2003-06-27,1.1423,1.11375,,
2003-06-30,1.1502,1.11625,,
2003-07-01,1.1580,1.11000,,
2003-07-02,1.1524,1.11000,,
2003-07-03,1.1503,1.11000,,
2003-07-04,#N/A,1.11000,,
2003-07-07,1.1341,1.11000,,
2003-07-08,1.1265,1.11000,,
2003-07-09,1.1311,1.11000,,
2003-07-10,1.1390,1.11000,,
2003-07-11,1.1304,1.10563,,
2003-07-14,1.1298,1.10313,,
2003-07-15,1.1233,1.10000,,
2003-07-16,1.1209,1.11000,,
2003-07-17,1.1164,1.11000,,
2003-07-18,1.1239,1.11000,,
2003-07-21,1.1346,1.11000,,
2003-07-22,1.1325,1.11000,,
2003-07-23,1.1484,1.11000,,
2003-07-24,1.1441,1.11000,,
2003-07-25,1.1513,1.11000,,
2003-07-28,1.1497,1.11000,,
2003-07-29,1.1466,1.11000,,
2003-07-30,1.1367,1.11625,,
2003-07-31,1.1231,1.11438,,
2003-08-01,1.1252,1.14125,,
2003-08-04,1.1337,1.14000,,
2003-08-05,1.1349,1.13875,,
2003-08-06,1.1357,1.14000,,
2003-08-07,1.1390,1.13688,,
2003-08-08,1.1321,1.13000,,
2003-08-11,1.1349,1.13000,,
2003-08-12,1.1304,1.13000,,
2003-08-13,1.1317,1.13000,,
2003-08-14,1.1249,1.13000,,
2003-08-15,1.1255,1.13000,,
2003-08-18,1.1138,1.13000,,
2003-08-19,1.1117,1.13000,,
2003-08-20,1.1104,1.13000,,
2003-08-21,1.0976,1.13000,,
2003-08-22,1.0871,1.14000,,
2003-08-25,1.0892,#N/A,,
2003-08-26,1.0893,1.14000,,
2003-08-27,1.0906,1.14000,,
2003-08-28,1.0896,1.14000,,
2003-08-29,1.0986,1.14000,,
2003-09-01,#N/A,1.14000,,
2003-09-02,1.0872,1.14000,,
2003-09-03,1.0845,1.14563,,
2003-09-04,1.0899,1.14625,,
2003-09-05,1.1073,1.14219,,
2003-09-08,1.1124,1.14000,,
2003-09-09,1.1190,1.14000,,
2003-09-10,1.1195,1.14000,,
2003-09-11,1.1186,1.14000,,
2003-09-12,1.1307,1.14000,,
2003-09-15,1.1304,1.14000,,
2003-09-16,1.1166,1.14000,,
2003-09-17,1.1239,1.14000,,
2003-09-18,1.1240,1.14000,,
2003-09-19,1.1346,1.14000,,
2003-09-22,1.1468,1.14000,,
2003-09-23,1.1487,1.14000,,
2003-09-24,1.1472,1.14000,,
2003-09-25,1.1484,1.14000,,
2003-09-26,1.1482,1.14000,,
2003-09-29,1.1578,1.16000,,
2003-09-30,1.1650,1.16000,,
2003-10-01,1.1708,1.15000,,
2003-10-02,1.1717,1.15000,,
2003-10-03,1.1596,1.15000,,
2003-10-06,1.1706,1.15000,,
2003-10-07,1.1784,1.15000,,
2003-10-08,1.1805,1.15000,,
2003-10-09,1.1695,1.15000,,
2003-10-10,1.1812,1.15000,,
2003-10-13,#N/A,1.15000,,
2003-10-14,1.1724,1.15000,,
2003-10-15,1.1652,1.15625,,
2003-10-16,1.1665,1.16000,,
2003-10-17,1.1630,1.17000,,
2003-10-20,1.1671,1.17000,,
2003-10-21,1.1676,1.17000,,
2003-10-22,1.1805,1.17000,,
2003-10-23,1.1795,1.16063,,
2003-10-24,1.1833,1.16313,,
2003-10-27,1.1762,1.16125,,
2003-10-28,1.1689,1.16938,,
2003-10-29,1.1673,1.16000,,
2003-10-30,1.1694,1.16250,,
2003-10-31,1.1609,1.16938,,
2003-11-03,1.1454,1.17000,,
2003-11-04,1.1497,1.17000,,
2003-11-05,1.1473,1.17000,,
2003-11-06,1.1417,1.17000,,
2003-11-07,1.1505,1.17063,,
2003-11-10,1.1515,1.18000,,
2003-11-11,#N/A,1.18000,,
2003-11-12,1.1647,1.18000,,
2003-11-13,1.1711,1.18000,,
2003-11-14,1.1743,1.17125,,
2003-11-17,1.1744,1.17000,,
2003-11-18,1.1893,1.17000,,
2003-11-19,1.1909,1.17000,,
2003-11-20,1.1895,1.17000,,
2003-11-21,1.1913,1.17000,,
2003-11-24,1.1768,1.17000,,
2003-11-25,1.1785,1.17000,,
2003-11-26,1.1918,1.17000,,
2003-11-27,#N/A,1.17313,,
2003-11-28,1.1995,1.17188,,
2003-12-01,1.1956,1.17813,,
2003-12-02,1.2084,1.18000,,
2003-12-03,1.2093,1.18000,,
2003-12-04,1.2077,1.18000,,
2003-12-05,1.2157,1.18000,,
2003-12-08,1.2217,1.17125,,
2003-12-09,1.2229,1.17000,,
2003-12-10,1.2215,1.17000,,
2003-12-11,1.2164,1.17000,,
2003-12-12,1.2284,1.16813,,
2003-12-15,1.2290,1.17000,,
2003-12-16,1.2328,1.17000,,
2003-12-17,1.2381,1.17000,,
2003-12-18,1.2376,1.17000,,
2003-12-19,1.2380,1.17000,,
2003-12-22,1.2415,1.17000,,
2003-12-23,1.2406,1.17000,,
2003-12-24,1.2464,1.17000,,
2003-12-25,#N/A,#N/A,,
2003-12-26,1.2441,#N/A,,
2003-12-29,1.2485,1.16250,,
2003-12-30,1.2521,1.15500,,
2003-12-31,1.2597,1.15188,,
2004-01-01,#N/A,#N/A,,
2004-01-02,1.2592,1.15000,,
2004-01-05,1.2679,1.15000,,
2004-01-06,1.2773,1.15000,,
2004-01-07,1.2665,1.14000,,
2004-01-08,1.2772,1.14000,,
2004-01-09,1.2853,1.14000,,
2004-01-12,1.2802,1.12000,,
2004-01-13,1.2735,1.12000,,
2004-01-14,1.2726,1.12000,,
2004-01-15,1.2588,1.12000,,
2004-01-16,1.2395,1.12000,,
2004-01-19,#N/A,1.12000,,
2004-01-20,1.2584,1.12000,,
2004-01-21,1.2617,1.12000,,
2004-01-22,1.2717,1.12000,,
2004-01-23,1.2610,1.12000,,
2004-01-26,1.2552,1.12000,,
2004-01-27,1.2643,1.12000,,
2004-01-28,1.2620,1.12000,,
2004-01-29,1.2389,1.13125,,
2004-01-30,1.2452,1.13000,,
2004-02-02,1.2426,1.13000,,
2004-02-03,1.2561,1.13000,,
2004-02-04,1.2552,1.13000,,
2004-02-05,1.2606,1.13000,,
2004-02-06,1.2694,1.13000,,
2004-02-09,1.2672,1.13000,,
2004-02-10,1.2727,1.13000,,
2004-02-11,1.2815,1.13000,,
2004-02-12,1.2807,1.12188,,
2004-02-13,1.2751,1.12000,,
2004-02-16,#N/A,1.12000,,
2004-02-17,1.2848,1.12000,,
2004-02-18,1.2812,1.12000,,
2004-02-19,1.2685,1.12000,,
2004-02-20,1.2563,1.12000,,
2004-02-23,1.2569,1.12000,,
2004-02-24,1.2692,1.12000,,
2004-02-25,1.2503,1.12000,,
2004-02-26,1.2444,1.12000,,
2004-02-27,1.2441,1.12000,,
2004-03-01,1.2431,1.12000,,
2004-03-02,1.2212,1.12000,,
2004-03-03,1.2088,1.12000,,
2004-03-04,1.2225,1.12000,,
2004-03-05,1.2401,1.12000,,
2004-03-08,1.2371,1.11000,,
2004-03-09,1.2428,1.11000,,
2004-03-10,1.2226,1.11000,,
2004-03-11,1.2268,1.11000,,
2004-03-12,1.2191,1.11000,,
2004-03-15,1.2243,1.11000,,
2004-03-16,1.2270,1.11000,,
2004-03-17,1.2197,1.11000,,
2004-03-18,1.2392,1.11000,,
2004-03-19,1.2269,1.11000,,
2004-03-22,1.2368,1.11000,,
2004-03-23,1.2311,1.11000,,
2004-03-24,1.2213,1.11000,,
2004-03-25,1.2170,1.11000,,
2004-03-26,1.2092,1.11000,,
2004-03-29,1.2141,1.11000,,
2004-03-30,1.2202,1.11000,,
2004-03-31,1.2292,1.11000,,
2004-04-01,1.2358,1.11000,,
2004-04-02,1.2109,1.11000,,
2004-04-05,1.2008,1.14000,,
2004-04-06,1.2089,1.14000,,
2004-04-07,1.2171,1.14000,,
2004-04-08,1.2088,1.14000,,
2004-04-09,1.2102,#N/A,,
2004-04-12,1.2068,#N/A,,
2004-04-13,1.1923,1.14000,,
2004-04-14,1.1940,1.14188,,
2004-04-15,1.1914,1.15000,,
2004-04-16,1.2025,1.15000,,
2004-04-19,1.2019,1.14938,,
2004-04-20,1.1910,1.15000,,
2004-04-21,1.1853,1.16875,,
2004-04-22,1.1861,1.17000,,
2004-04-23,1.1802,1.17000,,
2004-04-26,1.1851,1.17000,,
2004-04-27,1.1927,1.17000,,
2004-04-28,1.1830,1.17000,,
2004-04-29,1.1945,1.17875,,
2004-04-30,1.1975,1.18000,,
2004-05-03,1.1937,#N/A,,
2004-05-04,1.2076,1.18000,,
2004-05-05,1.2165,1.18000,,
2004-05-06,1.2090,1.18000,,
2004-05-07,1.1885,1.19000,,
2004-05-10,1.1834,1.24000,,
2004-05-11,1.1818,1.24000,,
2004-05-12,1.1911,1.24000,,
2004-05-13,1.1801,1.25000,,
2004-05-14,1.1874,1.26000,,
2004-05-17,1.2009,1.25813,,
2004-05-18,1.1971,1.26000,,
2004-05-19,1.2015,1.27000,,
2004-05-20,1.1926,1.28000,,
2004-05-21,1.2009,1.28000,,
2004-05-24,1.1978,1.29000,,
2004-05-25,1.2107,1.29000,,
2004-05-26,1.2102,1.30000,,
2004-05-27,1.2274,1.31000,,
2004-05-28,1.2217,1.31500,,
2004-05-31,#N/A,#N/A,,
2004-06-01,1.2210,1.32688,,
2004-06-02,1.2250,1.34000,,
2004-06-03,1.2205,1.36000,,
2004-06-04,1.2258,1.37375,,
2004-06-07,1.2320,1.40000,,
2004-06-08,1.2273,1.41000,,
2004-06-09,1.2097,1.42750,,
2004-06-10,1.2110,1.46875,,
2004-06-11,1.2011,1.52000,,
2004-06-14,1.2073,1.54125,,
2004-06-15,1.2139,1.56000,,
2004-06-16,1.2006,1.53375,,
2004-06-17,1.2040,1.55000,,
2004-06-18,1.2118,1.55000,,
2004-06-21,1.2110,1.55938,,
2004-06-22,1.2092,1.55938,,
2004-06-23,1.2090,1.57000,,
2004-06-24,1.2170,1.58625,,
2004-06-25,1.2145,1.58000,,
2004-06-28,1.2193,1.58625,,
2004-06-29,1.2124,1.60000,,
2004-06-30,1.2179,1.61000,,
2004-07-01,1.2158,1.60000,,
2004-07-02,1.2307,1.60000,,
2004-07-05,#N/A,1.57750,,
2004-07-06,1.2290,1.58000,,
2004-07-07,1.2384,1.58125,,
2004-07-08,1.2390,1.59000,,
2004-07-09,1.2388,1.59000,,
2004-07-12,1.2409,1.60000,,
2004-07-13,1.2302,1.60000,,
2004-07-14,1.2385,1.61000,,
2004-07-15,1.2373,1.62000,,
2004-07-16,1.2437,1.63000,,
2004-07-19,1.2431,1.63000,,
2004-07-20,1.2377,1.63250,,
2004-07-21,1.2224,1.65000,,
2004-07-22,1.2273,1.66000,,
2004-07-23,1.2122,1.66000,,
2004-07-26,1.2135,1.66188,,
2004-07-27,1.2056,1.67000,,
2004-07-28,1.2046,1.68000,,
2004-07-29,1.2070,1.69375,,
2004-07-30,1.2032,1.70000,,
2004-08-02,1.2034,1.69000,,
2004-08-03,1.2051,1.70000,,
2004-08-04,1.2057,1.70000,,
2004-08-05,1.2050,1.71000,,
2004-08-06,1.2272,1.71000,,
2004-08-09,1.2261,1.67000,,
2004-08-10,1.2306,1.68000,,
2004-08-11,1.2222,1.71000,,
2004-08-12,1.2224,1.71125,,
2004-08-13,1.2354,1.72000,,
2004-08-16,1.2333,1.72000,,
